36	25	15																																	
118.824	3.88238388	2.98641405	1.00E+50	15.837528	12.671847	0.9	33																												
2.12201	1.58206	1.58206	2.12201	2.91598	1.58206	0.70917	0.70917	1.58206	2.55008	1.58206	0.70917	0.70917	1.58206	2.55008	2.12201	1.58206	1.58206	2.12201	2.91598	2.91598	2.55008	2.55008	2.91598	3.53595											
2.91598	2.12201	1.58206	1.58206	2.12201	2.55008	1.58206	0.70917	0.70917	1.58206	2.55008	1.58206	0.70917	0.70917	1.58206	2.91598	2.12201	1.58206	1.58206	2.12201	3.53595	2.91598	2.55008	2.55008	2.91598											
3.80827	2.91598	2.12201	1.58206	1.58206	3.53595	2.55008	1.58206	0.70917	0.70917	3.53595	2.55008	1.58206	0.70917	0.70917	3.80827	2.91598	2.12201	1.58206	1.58206	4.3015	3.53595	2.91598	2.55008	2.55008											
4.74372	3.80827	2.91598	2.12201	1.58206	4.52802	3.53595	2.55008	1.58206	0.70917	4.52802	3.53595	2.55008	1.58206	0.70917	4.74372	3.80827	2.91598	2.12201	1.58206	5.1481	4.3015	3.53595	2.91598	2.55008											
2.55008	2.91598	3.53595	4.3015	5.1481	1.58206	2.12201	2.91598	3.80827	4.74372	0.70917	1.58206	2.55008	3.53595	4.52802	0.70917	1.58206	2.55008	3.53595	4.52802	1.58206	2.12201	2.91598	3.80827	4.74372											
2.55008	2.55008	2.91598	3.53595	4.3015	1.58206	1.58206	2.12201	2.91598	3.80827	0.70917	0.70917	1.58206	2.55008	3.53595	0.70917	0.70917	1.58206	2.55008	3.53595	1.58206	1.58206	2.12201	2.91598	3.80827											
2.91598	2.55008	2.55008	2.91598	3.53595	2.12201	1.58206	1.58206	2.12201	2.91598	1.58206	0.70917	0.70917	1.58206	2.55008	1.58206	0.70917	0.70917	1.58206	2.55008	2.12201	1.58206	1.58206	2.12201	2.91598											
3.53595	2.91598	2.55008	2.55008	2.91598	2.91598	2.12201	1.58206	1.58206	2.12201	2.55008	1.58206	0.70917	0.70917	1.58206	2.55008	1.58206	0.70917	0.70917	1.58206	2.91598	2.12201	1.58206	1.58206	2.12201											
4.3015	3.53595	2.91598	2.55008	2.55008	3.80827	2.91598	2.12201	1.58206	1.58206	3.53595	2.55008	1.58206	0.70917	0.70917	3.53595	2.55008	1.58206	0.70917	0.70917	3.80827	2.91598	2.12201	1.58206	1.58206											
5.1481	4.3015	3.53595	2.91598	2.55008	4.74372	3.80827	2.91598	2.12201	1.58206	4.52802	3.53595	2.55008	1.58206	0.70917	4.52802	3.53595	2.55008	1.58206	0.70917	4.74372	3.80827	2.91598	2.12201	1.58206											
3.53595	3.80827	4.3015	4.95004	5.70113	2.55008	2.91598	3.53595	4.3015	5.1481	1.58206	2.12201	2.91598	3.80827	4.74372	0.70917	1.58206	2.55008	3.53595	4.52802	0.70917	1.58206	2.55008	3.53595	4.52802											
3.53595	3.53595	3.80827	4.3015	4.95004	2.55008	2.55008	2.91598	3.53595	4.3015	1.58206	1.58206	2.12201	2.91598	3.80827	0.70917	0.70917	1.58206	2.55008	3.53595	0.70917	0.70917	1.58206	2.55008	3.53595											
3.80827	3.53595	3.53595	3.80827	4.3015	2.91598	2.55008	2.55008	2.91598	3.53595	2.12201	1.58206	1.58206	2.12201	2.91598	1.58206	0.70917	0.70917	1.58206	2.55008	1.58206	0.70917	0.70917	1.58206	2.55008											
4.3015	3.80827	3.53595	3.53595	3.80827	3.53595	2.91598	2.55008	2.55008	2.91598	2.91598	2.12201	1.58206	1.58206	2.12201	2.55008	1.58206	0.70917	0.70917	1.58206	2.55008	1.58206	0.70917	0.70917	1.58206											
4.95004	4.3015	3.80827	3.53595	3.53595	4.3015	3.53595	2.91598	2.55008	2.55008	3.80827	2.91598	2.12201	1.58206	1.58206	3.53595	2.55008	1.58206	0.70917	0.70917	3.53595	2.55008	1.58206	0.70917	0.70917											
5.70113	4.95004	4.3015	3.80827	3.53595	5.1481	4.3015	3.53595	2.91598	2.55008	4.74372	3.80827	2.91598	2.12201	1.58206	4.52802	3.53595	2.55008	1.58206	0.70917	4.52802	3.53595	2.55008	1.58206	0.70917											
4.52802	4.74372	5.1481	5.70113	6.36419	3.53595	3.80827	4.3015	4.95004	5.70113	2.55008	2.91598	3.53595	4.3015	5.1481	1.58206	2.12201	2.91598	3.80827	4.74372	0.70917	1.58206	2.55008	3.53595	4.52802											
4.52802	4.52802	4.74372	5.1481	5.70113	3.53595	3.53595	3.80827	4.3015	4.95004	2.55008	2.55008	2.91598	3.53595	4.3015	1.58206	1.58206	2.12201	2.91598	3.80827	0.70917	0.70917	1.58206	2.55008	3.53595											
4.74372	4.52802	4.52802	4.74372	5.1481	3.80827	3.53595	3.53595	3.80827	4.3015	2.91598	2.55008	2.55008	2.91598	3.53595	2.12201	1.58206	1.58206	2.12201	2.91598	1.58206	0.70917	0.70917	1.58206	2.55008											
5.1481	4.74372	4.52802	4.52802	4.74372	4.3015	3.80827	3.53595	3.53595	3.80827	3.53595	2.91598	2.55008	2.55008	2.91598	2.91598	2.12201	1.58206	1.58206	2.12201	2.55008	1.58206	0.70917	0.70917	1.58206											
5.70113	5.1481	4.74372	4.52802	4.52802	4.95004	4.3015	3.80827	3.53595	3.53595	4.3015	3.53595	2.91598	2.55008	2.55008	3.80827	2.91598	2.12201	1.58206	1.58206	3.53595	2.55008	1.58206	0.70917	0.70917											
6.36419	5.70113	5.1481	4.74372	4.52802	5.70113	4.95004	4.3015	3.80827	3.53595	5.1481	4.3015	3.53595	2.91598	2.55008	4.74372	3.80827	2.91598	2.12201	1.58206	4.52802	3.53595	2.55008	1.58206	0.70917											
